乱前看不足	不足
水晶宫阙净涵虚	虚
历历南风度玉除	度
金井辘轳声欲晓	声
内人来奏问安书	人
西风吹急景	吹
美人照金井	美人
不见面上花	花
却恨井中影	恨
山色无远近	山色
看山终日行	行
峰峦随处改	改
行客不知名	行客
松阴行不尽	松阴
疎雨下无时	雨
世事几兴废	世事
山中人未知	人
一川草色青袅袅	青
绕屋水声如在家	水声
怅望美人不携手	美人
墙东又发数枝花	花
荒墟忽见翠成堆	翠
错认青山入眼来	青山
元是松林如此好	元
不妨归去更勤栽	归去
挥毫不作小池塘	小
芦荻江村落雁行	落
虽有珠帘藏翡翠	藏
不忘烟雨罩鸳鸯	忘
昨日朝天过紫微	紫微
醮坛风冷杏花稀	稀
碧桃泥我传消息	消息
何事人间更不归	人间
君家南郭白云连	白云
正待情人弄石泉	弄
月照烟花迷客路	迷
苍苍何处是伊川	苍苍
谁炷清香礼少君	清香
数声金磬梦中闻	闻
起来闲把青衣袖	闲
裹得栏干一片云	云
出山已办沙场骨	骨
今日生还亦主恩	今日
忽报辽阳飞骑近	忽报
白头垂泣向江门	白头
空山无鸟迹	空山
何物如人意	何物
委曲结绳文	文
离披草书字	字
秋江清浅时	清浅
白鹭和烟岛	白鹭
良哉观世音	观世音
全身入荒草	全身
去年花下把金卮	金
曾赋杨花数句诗	诗
回首朱门闭荒草	回首
如今愁到牡丹时	牡丹
蕲竹能吟水底龙	竹
玉人应在月明中	玉人
何时为洗秋空热	洗
散作霜天落叶风	风
冉冉山云薄暮时	冉冉
壶觞歌咏欲忘归	忘归
一杯且为梅花醉	梅花
莫待梅花作雪飞	梅花
白水沿堤护绿苗	护
鸡鸣犬卧柳边桥	卧
数家虽不成村落	成
一梦何曾到市朝	何曾
石火光中验正邪	验
等閒拈却眼中沙	沙
自从不曾少盐酱	酱
敢保渠侬未到家	家
劲气由来不可摧	不可
年年偏向腊前开	年年
清芬肯为冰霜减	冰霜
好在含章檐下栽	栽
缲得春蚕不值钱	缲
几时南亩解丰年	解
小臣无计纾民力	无计
稽首虚皇一炷烟	烟
不于乌鹊桥边见	桥边
定向笙箫鹤上逢	笙箫
淅淅萧萧到荷叶	萧萧
今年秋不属梧桐	秋
仙殿图书掩	掩
山阴父老迎	迎
蓬莱登望好	蓬莱
太守擅诗名	擅
一堆红雪媚青春	青春
惜别须教泪满巾	惜别
好在明年莫憔悴	明年
校书兼是爱花人	人
现出虚空眼便花	花
更教打破事如麻	打破
直饶指出当堂缝	直饶
分明鹞子过新罗	分明
最爱南城汲井园	爱
春来蔬甲不胜繁	春来
人家断处无鸡犬	鸡犬
迟日东风似古原	东风
野寺无人到	无人
春风扫落花	春风
重寻旧游处	旧游
泉石绕烟霞	绕
城荒叶落风飕飕	风
淮水茫茫古渡头	茫茫
回首不堪行乐地	回首
黄花点点是离愁	黄花
万国车书一太平	太平
宫花无数管弦声	声
近臣入奏新祥瑞	新
昨夜黄河彻底清	清
自古烟花佳丽地	烟花
扬州只合少年游	扬州
春来客思元无赖	元
莫上迷藏炀帝楼	楼
衡门寂寂逢迎少	少
不见仙郎向五旬	仙郎
莫问龙山前日事	龙山
菊花开却为闲人	菊花
曾向诗坛夺锦袍	曾
至今湖海诵风骚	诵
何如放下浑无事	何如
句不惊人意更高	意
辜负山中月与风	月
心无城市亦山中	山中
应嫌猿鹤天机浅	浅
要与几行不肯同	不肯
嫁与商人头欲白	头
未曾一日得双行	一日
任君逐利轻江海	轻
莫把风涛似妾轻	轻
驿骑星驰亦快哉	驿骑
筠笼露湿手亲开	露湿
不应相与无平素	相与
曾忝戎州刺史来	曾
万木春来花满枝	花
忽来忽去迭无时	忽
此中还有此中意	中意
说向傍人人不知	人
夜月玉堂前	前
春风紫盖边	春风
想君都看破	想君
宁与我周旋	周旋
春尽江头望几回	江头
支持愁态入衔杯	衔杯
要归便问西门渡	问
行止何关杜宇催	催
阙下僧归山顶寺	僧
却看朝日下方明	明
莫道野人寻不见	寻
半天云里有钟声	半天
浅滩近渚沙相接	渚
水落渔人朝暮涉	渔人
摵摵风鸣若雨来	雨来
绕堤吹散乾荷叶	荷叶
客枕正无憀	憀
寒鸡鸣夜半	鸣
开门望天末	开门
月沉星烂烂	月
脱却单衣著裌衣	衣
禁烟无有不寒时	不寒
一年好处君知麽	一年
寒食千门插柳枝	插
从人索莲花	莲花
手持双白羽	双
莲花不可见	不可
莲子心独苦	莲子
造物无尽藏	藏
散在林泉中	散
结亭相周旋	周旋
人与万境空	人
朝日照红妆	朝日
拟上铜雀台	台
画眉犹未了	犹未
魏帝使人催	催
山前山后是青草	山前
尽日出门还掩门	尽日
每思骨肉在天畔	畔
来看野翁怜子孙	怜
小隐轻华屋	轻
深山自结茅	深山
乱苔侵石磴	乱
疏竹映花梢	映
重阳时节黄花近	黄花
老子情怀白发新	白发新
点检客囊无一物	点检
江湖七十五年身	身
玉壶清景面瑶池	面
便入丹青也自宜	丹青
挟册几回成独往	几回
壶公应笑一书痴	壶
黯黯严城罢鼓鼙	黯黯
数声相续出寒栖	数声
不嫌惊破纱窗梦	梦
却恐为妖半夜啼	啼
小艇上时皆绿水	绿水
短筇到处即青山	青山
二十四考中书令	二十
不换先生半日闲	先生
莫向金门傲冕旒	傲
归来却要著羊裘	归来
乾坤不是刘文叔	乾坤
那得长竿钓白头	白头
剖竹相通涧下泉	剖竹
更邀山色在樽前	山色
一钩明月轩窗上	明月
欹枕藤床独自眠	眠
楼前山色古今景	山色
楼外溪声日夜雷	溪声
静坐焚香读周易	读
丁宁莫放俗人来	丁宁
语言动静总天真	总
叉手徒劳问别人	问
旧说青原白家酒	酒
子归切忌再沾唇	再
曲径方池竹几竿	竹
诛茅脔石要谁看	石
王侯第宅连云起	连云
无此闲亭号岁寒	号
断云流水孤山路	路
看得春风几树花	春风
骑鹤归来城郭是	归来
月明箫管起谁家	月明
仙子归来夜未央	归来
瑞香风动翠罗裳	风动
月明无处韬清影	月明
箫管迎春上玉堂	玉堂
月似金莲炬	月
天如碧玉笺	碧玉
剡藤边幅窘	窘
写不尽遗编	写
薄莫维舟古岸边	古
浓云泼墨暗江天	暗
道林岳麓知何处	道
雨打篷窗夜不眠	夜
野性偏宜野	野
寒花独耐寒	寒花
经冬开未尽	未尽
不与俗人看	俗人
城外河流白练长	河流
城中万户共秋光	秋光
秋来偏作还家梦	梦
河水东流到故乡	故乡
浪走长年百念灰	灰
不知春信海边来	春信
新诗唤起逃愁梦	梦
病眼花前得暂开	花前
辛夷零落水生漪	零落
睡暖沙凫荫酒旗	睡
不是归帆相料理	料理
春光如许底能知	春光
人间正月十五日	人间
西来祖意若为陈	西
楼台上下火照火	楼台
车马往来人看人	人
昔人曾此月明中	昔人
扫石焚香礼碧空	焚香
千载台空人不见	人
野花啼鸟自春风	春风
此路同君两度归	路
归时长是泪沾衣	泪
如今不减当时泪	当时
湿尽麻衣君不知	君
红尘不解送诗来	送
身在烟波句自佳	句
银汉光中有诗客	银汉
玉虹背上曳芒鞋	芒鞋
柳絮悠悠拂面轻	轻
随风到处若为情	随风
西池应也无人到	无人
一面青青萍自生	青青
深深惟使君	惟
草草学田舍	学
持此归与心	心
随时自潇洒	潇洒
弊衣缠瘦骨	瘦骨
衰发覆苍颜	覆
世上底时节	世上
刚然要出山	出山
翠帐红妆送客亭	亭
佳人眉黛远山青	青
试从天上看河汉	天上
今夜应无织女星	今夜
宣华无树著啼莺	无树
惟有摩诃春水生	春水生
故老能言当日事	能言
直将宫锦裹宫城	裹
春闱试罢且徘徊	徘徊
十里荷花浑未开	十里
笑指西湖且归去	笑
閒时应待我重来	重来
白玉堂前一树梅	梅
为谁零落为谁开	零落
唯有春风最相惜	春风
一年一度一归来	归来
十载溪山梦	梦
一川桃李花	花
春深犹是客	客
几日定还家	还家
阖闾城里又元宵	阖
白屋残灯照寂寥	寂寥
却忆旧时风景好	旧时
琉璃光里听笙箫	琉璃
昨朝才解冻	解冻
今日又开花	今日
帝力无人识	无人
谁知玩物华	物华
二十年来万事同	年
今朝岐路忽西东	今朝
皇恩若许归田去	归田
晚岁当为邻舍翁	晚岁
篷底欹眠醉复醒	眠
君山只在两眉青	青
浑家不管兴亡事	兴亡
一味和云看洞庭	云
冰消水面波光动	动
日暖树梢花意归	日暖
世上繁华随日好	世上
却应春浅胜芳菲	胜
万紫千红锦织成	万
一宵风雨尽飘零	风雨
争如杨柳全春色	杨柳
不管春归色自青	色
朝吾一笭箵	笭箵
夕吾一觳觫	夕
诗肠其殷雷	诗肠
此事底须卜	卜
出仕惭无补	无补
长年咏式微	咏
天公怜我意	怜
一旦许来归	许来
万本青松手自栽	栽
老来无复强追陪	强
可怜溪畔周家女	女
也被渠侬脱赚来	脱
白云殊不作俗态	白云
流水更似知人心	流水
溪边濯足溪上坐	坐
樵唱一声秋满林	秋
昔在苕花溪上住	花
绕溪山色满高楼	山色
别来十载看图画	十载
山自青青我白头	白头
瘦碧两三茎	碧
萧萧雨又晴	雨
江湖未归客	客
不忍听秋声	不忍
去年别我向何处	去年
有人传道游江东	游
谓言挂席度沧海	言
却来应是无长风	应是
邓侯牵挽政难留	牵
六十年来亦倦游	年
至竟眼高无俗韵	韵
不因人唤始回头	始
可怜夭艳正当时	当时
刚被狂风一夜吹	吹
今日流莺来旧处	今日
百般言语泥空枝	泥
孤梦归从偃月城	城
清寒入骨倚危亭	倚
雪花散作杨花片	雪花
酒色酤来竹叶青	酒色
跏趺合眼是无何	无何
静里惟闻鸟雀多	鸟雀
俗客叩门称问字	称
又烦居士起穿靴	居士
风梢绕檐匝	匝
霜干当窗净	净
遥知素壁上	素
醉墨森相映	相映
平生家住灞桥边	平生
别恨离愁总被牵	总
轻薄老来犹不减	犹
落花时节尚飞绵	尚
贪看翠盖拥红妆	拥
不觉湖边一夜霜	霜
卷却天机云锦段	卷
从教匹练写秋光	写
持经不自夸	自夸
白玉本无瑕	白玉
若还更道会	更道
碓觜却生花	觜
欲寄寒衣上帝都	寄
连宵裁剪眼模糊	眼
可怜宽窄无人试	无人
泪逐西风洒去途	西风
论心海内几亲朋	海内
岁晚相依祗弟兄	祗
夜雨对床无复昔	昔
春风回首独伤情	春风
性与儿童异	儿童
飘蓬二十年	十年
照来池上影	影
恰似未生前	生前
秋水已复漕	秋水
秋风初怒号	秋风
天容霜后净	净
山势北来高	高
天公著意做重阳	重阳
风伯驱除特地忙	忙
扫尽残花与红叶	红叶
放教篱菊占秋光	占
通身有眼更无肠	无肠
好上臞庵师子床	床
莫作绿衣颠倒想	想
班姬陈后两凄凉	凄凉
梦绕江南云水乡	云
麻姑坛下月如霜	月
风光景色一千里	千里
都在君家古锦囊	古
待得潮生已夕阳	夕阳
药炉无火正凄凉	凄凉
傍人笑指黄金骨	笑
夜半应须解放光	夜半
风雅先生旧隐存	先生
子陵台下白云村	白云
唐朝三百年冠盖	年
谁聚诗书到远孙	远
海上争驰老柏庭	海上
生憎佛祖长无明	佛祖
蓦然打个翻身转	转
依旧龙门一派清	清
断桥高下路横斜	路
隔水人烟四五家	人烟
雨后一枝红带雪	红
风流不道有岩花	风流
秋草黄云塞马肥	黄云
汉家骠骑拥旌旗	拥
可能卫霍年年出	年年
不及燕然一片碑	一片
朱楼深处日微明	日
皂盖归时酒半醒	酒
薄暮渔樵人去尽	人去
碧溪青嶂遶螺亭	亭
归舟夜泊西兴渡	归舟
坐看潮来又潮去	坐
江草江花春复春	江花
山青水绿原如故	原
高天淮水澹悠悠	悠悠
南向春江日夜流	流
极目烟花伤客思	极目
金堤明月是扬州	明月
水落曾知杓柄长	杓
家风从此转凄凉	转
有时浪起无风处	有时
冷看截流人自忙	人
老贼顺流下	老贼
周郎凭轼观	观
不干春水事	春水
一蹙走曹瞒	走
可笑陵阳太守家	家
闲无一事只栽花	闲
已开渐落并才发	发
长作亭中五色霞	亭
湖色开明镜	明镜
峦山列翠屏	山
双眉不忍画	画
羞对远山青	青
鳞皴一块烂枯柴	枯
几见春风长绿苔	春风
岂谓先生也相许	先生
驴年决定放花开	年
读罢羲经笑倚空	笑
蜀溪溪上蜀溪翁	蜀
诗成断雨流云外	外
人在光风霁月中	人
衮衮红尘五月留	留
来时落木不胜秋	秋
只今春事浓如许	浓
万里沧浪又一舟	万里
少室门庭冷似灰	灰
长年不见一人来	长年
汝今若解知惭愧	惭愧
那取工夫到一回	工夫
机舂坎坎水潺潺	水
曲折舟行乱石间	间
无数水禽飞不起	水禽
杜鹃花满夕阳山	山
潇潇洒洒屋三间	屋
日日开门见好山	日日
但使青青长在眼	使
一毫尘俗莫相干	一毫
翡翠帘栊白玉宫	宫
碧云无影佛灯红	红
夜深下界行人绝	行人
一片经声在半空	一片
阊阖云深锁建章	锁
曈昽旭日射神光	射
紫宸肃肃开黄道	紫宸
万岁声声拜玉皇	拜
清晨起搔头	搔头
荷锄出门去	荷锄
露湿野草花	花
香来不知处	香来
古松偃蹇谷谽谺	谷
太华峰前野老家	野
久客未归丹灶冷	冷
碧桃八十一番花	花
竹篱茅舍去相安	竹篱
谁与移根入画栏	栏
尽道重帘妨暖日	暖日
疏枝却得获春寒	春寒
曲曲阑干缥缈间	间
哦诗本欲破除闲	诗
无端又起天涯感	天涯
淡墨生绡数点山	山
照水枝枝蜀锦囊	蜀
年年泽国为谁芳	年年
朱颜自得西风意	意
不管清秋昨夜霜	霜
夹路松杉护午阴	护
南风吹透树中心	树
一声婆饼焦何处	一声
妙法莲花此妙音	莲花
广寒世界仙家种	种
金粟如来佛国花	花
多谢高人分惠我	高人
一枝和月到山家	一枝
远逐风尘路	路
遗书满目愁	愁
思君不成寐	思君
月上看牵牛	月上
深山大泽老龙僵	深山
不染樵人斧上霜	人
月魄存存枯槁里	月魄
忽然枝上弄精光	弄
送出青山点点愁	愁
数声柔橹隔沧洲	隔
白鸥不受人间暑	人间
明月一江天地秋	秋
露侵短褐晓寒轻	短褐
星斗阑干野外明	明
寂寞小桥和梦过	梦
豆花深处草虫鸣	草
竞病推敲欲呕心	推敲
何如危坐拆桐阴	何如
新蝉咽咽如人意	咽咽
学我年来抱膝吟	年
径山无法与人传	人传
几度亲遭劈面拳	拳
今日大唐回首去	今日
鼻头元在口皮边	元
晚识宗文忆浣花	忆
删馀今见雅名家	今见
牙签料理西风读	西风
共笑钟山说老鸦	钟山
白浪堆中下一钩	白浪
锦鳞红尾尚悠悠	尚
渔翁不计竿头事	渔翁
笑入芦花万顷秋	秋
手开芳径越城头	越
红锦屠苏结绮楼	楼
不把万枝银烛照	银烛
淡云微月替人愁	人愁
世上无媒似我希	世上
一身惟有影相随	影
出门便作焚舟计	便作
生不成名死不归	死
桔槔庭边非我家	非
城南小园缲水车	缲
直恐此身终是客	客
门前有地不栽花	门前
九天天远瑞烟浓	九天
驾鹤骖鸾意已同	鸾
从此三山山上月	月
琼花开处照春风	春风
摇漾越江春	越
相将采白蘋	相将
归时不觉夜	夜
出浦月随人	月
翠竹黄花非外境	非
白云明月露全真	白云
头头尽是吾家物	头头
信手拈来不是尘	尘
为爱清秋月	月
徘徊步水滨	徘徊
夜归惊犬吠	惊
错认是生人	错认
桃杏酣酣蜂蝶狂	狂
儿童相唤踏春阳	儿童
老人自笑还多事	老人
预恐明朝雨坏墙	预恐
东山桃李锦成堆	桃李
粉翅飞飞又却回	粉翅
向此相随穿绿竹	穿
须知端为道人来	道人
忽然杨柳几丝风	风
零落桃花数片红	红
满面好春吟不得	吟
一园蝴蝶过墙东	东
万瓦清霜伴月明	明
卧听残漏若为情	卧
无端木叶萧萧下	萧萧
更与愁人作雨声	雨声
春风一夜到衡阳	春风
楚水燕山万里长	万里
莫怪春来便归去	归去
江南虽好是他乡	江南
词锋虽作楚骚寒	寒
德意还同汉诏宽	宽
好遣秦郎供帖子	供
尽驱春色入毫端	春色
香鼎灰寒午梦回	午梦
閒情谁与梦徘徊	梦
杖藜信步穿幽径	穿
一阵野芳何处来	一阵
世事纷纷过眼新	新
九衢依旧涨红尘	红尘
桃花梦破刘郎老	桃花
燕麦摇风别是春	春
新月淡烟霏	淡
江花冷照衣	衣
无人山犬吠	山
隔竹掩荆扉	掩
浮生知几日	几日
无状逐空名	逐
不如多酿酒	酿酒
时向竹林倾	倾
插花吹笛两山中	山中
桃李尊前日日同	日日
待得马头飞絮满	飞絮
更来沽酒看残红	沽酒
瘴海南边路浅深	路
客愁不待岭猿吟	客愁
无人唤得涪翁起	无人
分我桄榔橄榄阴	分
剪得西园一片青	青
故将来此恼诗情	诗情
怪来昨夜窗前雨	雨
减却潇潇数点声	声
谁似西湖处士才	西湖
诗中篱落久尘埃	久
陆郎旧有梅花课	梅花
未见今年句子来	未见
自家冷暖自家知	冷暖
祖意西来更问谁	问
全体承当全体是	全体
须弥顶上戴须弥	顶上
世间多少能诗客	世间
谁是无愁得睡人	人
自我夜来霜月下	霜
到头吟魄始终身	身
皂盖铜章久汙人	人
青鞋布袜亦生尘	生尘
今朝独向秋云里	今朝
幻出林泉自在身	林泉
少年交友尽豪英	交友
妙理时时得细评	时时
